"","Latency","Answer","cat","cond","tier"
"1",0.431,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"2",1.2,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"3",1.081,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"4",0.388,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"5",1.373,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"6",1.287,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"7",1.371,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"8",0.698,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"9",5.846,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"10",7.201,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"11",3.173,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"12",1.539,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"13",0.923,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"14",7.365,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"15",3.513,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"16",2.443,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"17",1.02,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"18",3.565,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"19",1.302,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"20",1.235,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"21",1.582,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"22",1.52,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"23",1.385,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"24",6.115,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"25",1.213,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"26",8.757,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"27",2.328,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"28",1.969,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"29",2.709,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"30",0.532,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"31",2.51,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"32",3.999,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"33",0.656,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"34",1.447,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"35",3.593,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"36",1.45,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"37",0.901,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"38",2.741,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"39",4.982,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"40",0.821,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"41",3.667,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"42",4.783,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"43",0.56,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"44",2.82,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"45",3.092,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"46",7.836,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"47",6.262,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"48",4.798,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"49",3.2,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"50",1.008,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"51",4.8,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"52",1.486,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"53",1.148,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"54",1.965,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"55",11.357,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"56",3.183,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"57",NA,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"58",3.039,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"59",1.863,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"60",4.771,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"61",0.677,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"62",6.161,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"63",6.101,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"64",2.101,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"65",1.037,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"66",2.927,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"67",3.571,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"68",0.686,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"69",6.701,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"70",1.076,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"71",3.181,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"72",2.968,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"73",0.969,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"74",1.576,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"75",5.357,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"76",1.967,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"77",4.073,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"78",2.283,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"79",2.176,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"80",1.007,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"81",2.667,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"82",2.848,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"83",1.712,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"84",2.961,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"85",3.549,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"86",1.088,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"87",0.678,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"88",1.748,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"89",1.78,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"90",1.106,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"91",1.992,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"92",NA,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"93",1.176,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"94",4.67,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"95",4.05,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"96",2.113,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"97",6.489,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"98",3.996,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"99",1.431,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"100",1.124,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"101",2.274,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"102",4.843,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"103",2.397,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"104",3.89,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"105",6.038,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"106",1.455,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"107",0.701,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"108",6.01,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"109",6.097,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"110",0.669,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"111",2.592,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"112",2.393,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"113",2.552,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"114",3.873,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"115",2.159,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"116",1.393,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"117",0.53,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"118",0.736,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"119",1.752,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"120",0.464,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"121",5.838,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"122",2.526,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"123",1.526,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"124",1.349,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"125",0.638,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"126",3.849,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"127",1.697,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"128",1.449,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"129",1.218,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"130",5.277,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"131",1.724,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"132",1.163,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"133",3.365,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"134",3.421,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"135",0.745,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"136",1.738,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"137",1.472,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"138",2.223,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"139",0.586,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"140",1.265,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"141",0.819,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"142",2.858,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"143",0.7,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"144",1.999,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"145",2.233,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"146",0.634,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"147",2.165,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"148",0.573,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"149",0.581,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"150",0.888,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"151",0.81,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"152",0.64,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"153",2.197,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"154",2.601,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"155",3.019,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"156",NA,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"157",1.477,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"158",3.391,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"159",1.113,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"160",1.061,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"161",2.281,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"162",1.444,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"163",1.35,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"164",1.498,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"165",1.407,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"166",2.71,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"167",2.455,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"168",1.663,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"169",1.353,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"170",6.233,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"171",11.304,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"172",9.546,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"173",2.603,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"174",0.489,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"175",1.782,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"176",1.938,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"177",1.68,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"178",1.4,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"179",2.447,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"180",0.7,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"181",4.825,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"182",3.385,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"183",3.28,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"184",0.523,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"185",2.261,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"186",1.277,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"187",1.056,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"188",6.233,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"189",3.41,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"190",1.399,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"191",2.805,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"192",0.751,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"193",1.201,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"194",3.475,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"195",0.692,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"196",0.894,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"197",2.752,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"198",2.015,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"199",1.493,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"200",2.411,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"201",1.401,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"202",1.456,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"203",2.339,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"204",0.769,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"205",1.564,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"206",1.819,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"207",2.496,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"208",2.695,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"209",0.837,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"210",NA,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"211",1.093,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"212",1.611,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"213",1.003,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"214",0.839,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"215",1.083,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"216",1.088,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"217",1.602,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"218",0.673,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"219",1.572,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"220",0.891,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"221",1.124,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"222",1.16,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"223",1.748,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"224",3.776,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"225",2.647,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"226",0.947,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"227",1.647,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"228",1.479,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"229",1.1,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"230",2.197,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"231",1.934,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"232",2.197,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"233",0.322,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"234",0.574,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"235",1.741,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"236",0.318,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"237",0.761,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"238",0.683,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"239",1.201,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"240",1.067,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"241",0.778,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"242",1.572,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"243",3.181,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"244",1.082,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"245",0.863,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"246",4.167,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"247",2.059,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"248",1.515,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"249",2.401,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"250",1.445,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"251",0.432,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"252",1.354,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"253",1.057,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"254",2.236,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"255",1.784,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"256",1.201,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"257",0.993,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"258",1.067,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"259",6.513,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"260",1.26,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"261",1.185,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"262",2.601,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"263",3.901,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"264",2.742,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"265",0.44,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"266",1.961,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"267",0.643,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"268",0.635,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"269",1.251,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"270",0.909,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"271",1.534,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"272",1.535,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"273",1.56,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"274",NA,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"275",4.241,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"276",0.597,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"277",1.82,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"278",3.161,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"279",1.08,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"280",3.492,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"281",1.052,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"282",0.757,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"283",1.365,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"284",0.977,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"285",6.222,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"286",1.462,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"287",2.304,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"288",4.878,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"289",2.052,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"290",0.502,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"291",1.343,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"292",2.453,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"293",0.951,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"294",1.93,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"295",1.464,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"296",2.66,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"297",1.064,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"298",0.523,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"299",3.919,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"300",1.955,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"301",4.075,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"302",0.822,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"303",1.577,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"304",0.9,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"305",1.371,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"306",NA,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"307",3.106,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"308",1.76,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"309",1.891,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"310",1.822,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"311",1.529,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"312",1.525,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"313",0.836,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"314",1.247,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"315",1.523,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"316",0.996,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"317",0.782,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"318",1.497,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"319",1.011,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"320",0.533,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"321",1.624,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"322",0.613,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"323",2.042,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"324",1,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"325",1.018,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"326",2.438,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"327",1.928,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"328",2.642,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"329",3.101,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"330",1.1,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"331",0.823,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"332",0.692,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"333",1.697,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"334",0.743,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"335",1.702,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"336",1.905,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"337",1.173,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"338",1.241,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"339",0.881,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"340",2.988,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"341",1.097,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"342",0.961,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"343",0.741,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"344",3.392,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"345",1.102,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"346",0.586,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"347",1.816,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"348",1.011,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"349",0.474,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"350",NA,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"351",0.578,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"352",NA,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"353",0.939,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"354",0.719,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"355",0.617,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"356",2.902,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"357",0.821,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"358",2.818,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"359",1.472,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"360",0.89,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"361",0.933,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"362",5.85,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"363",4.092,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"364",0.775,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"365",1.8,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"366",3.397,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"367",0.48,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"368",1.124,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"369",1.532,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"370",0.956,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"371",0.759,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"372",0.906,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"373",1.027,"Desirable","ass.b1","Asymmetric","Bottom 1%"
"374",1.582,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
"375",0.861,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"376",1.753,"Neutral","ass.b1","Asymmetric","Bottom 1%"
"377",1.396,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"378",6.292,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"379",1.075,"Undesirable","ass.b1","Asymmetric","Bottom 1%"
"380",9.255,"Very Desirable","ass.b1","Asymmetric","Bottom 1%"
"381",1.012,"Very Undesirable","ass.b1","Asymmetric","Bottom 1%"
