"","Latency","Answer","cat","cond","tier"
"4338",2.732,"Desirable","qua.n","Quasi-symmetric","Average"
"4339",NA,"Desirable","qua.n","Quasi-symmetric","Average"
"4340",2.971,"Desirable","qua.n","Quasi-symmetric","Average"
"4341",0.7,"Neutral","qua.n","Quasi-symmetric","Average"
"4342",0.435,"Neutral","qua.n","Quasi-symmetric","Average"
"4343",1.28,"Neutral","qua.n","Quasi-symmetric","Average"
"4344",0.727,"Desirable","qua.n","Quasi-symmetric","Average"
"4345",0.738,"Neutral","qua.n","Quasi-symmetric","Average"
"4346",0.933,"Neutral","qua.n","Quasi-symmetric","Average"
"4347",2.165,"Neutral","qua.n","Quasi-symmetric","Average"
"4348",3.967,"Neutral","qua.n","Quasi-symmetric","Average"
"4349",0.806,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4350",1.782,"Neutral","qua.n","Quasi-symmetric","Average"
"4351",1.548,"Undesirable","qua.n","Quasi-symmetric","Average"
"4352",1.478,"Desirable","qua.n","Quasi-symmetric","Average"
"4353",1.357,"Neutral","qua.n","Quasi-symmetric","Average"
"4354",3.151,"Neutral","qua.n","Quasi-symmetric","Average"
"4355",1.15,"Neutral","qua.n","Quasi-symmetric","Average"
"4356",1.117,"Desirable","qua.n","Quasi-symmetric","Average"
"4357",1.002,"Neutral","qua.n","Quasi-symmetric","Average"
"4358",3.517,"Neutral","qua.n","Quasi-symmetric","Average"
"4359",1.264,"Neutral","qua.n","Quasi-symmetric","Average"
"4360",0.623,"Neutral","qua.n","Quasi-symmetric","Average"
"4361",0.838,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4362",0.784,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4363",2.488,"Neutral","qua.n","Quasi-symmetric","Average"
"4364",0.726,"Neutral","qua.n","Quasi-symmetric","Average"
"4365",0.988,"Desirable","qua.n","Quasi-symmetric","Average"
"4366",0.601,"Neutral","qua.n","Quasi-symmetric","Average"
"4367",1.972,"Neutral","qua.n","Quasi-symmetric","Average"
"4368",NA,"Desirable","qua.n","Quasi-symmetric","Average"
"4369",1.668,"Neutral","qua.n","Quasi-symmetric","Average"
"4370",0.922,"Neutral","qua.n","Quasi-symmetric","Average"
"4371",3.801,"Desirable","qua.n","Quasi-symmetric","Average"
"4372",1.767,"Neutral","qua.n","Quasi-symmetric","Average"
"4373",0.679,"Neutral","qua.n","Quasi-symmetric","Average"
"4374",0.702,"Neutral","qua.n","Quasi-symmetric","Average"
"4375",1.9,"Desirable","qua.n","Quasi-symmetric","Average"
"4376",1.021,"Neutral","qua.n","Quasi-symmetric","Average"
"4377",0.508,"Desirable","qua.n","Quasi-symmetric","Average"
"4378",2.019,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4379",0.796,"Neutral","qua.n","Quasi-symmetric","Average"
"4380",NA,"Undesirable","qua.n","Quasi-symmetric","Average"
"4381",1.487,"Neutral","qua.n","Quasi-symmetric","Average"
"4382",2.705,"Undesirable","qua.n","Quasi-symmetric","Average"
"4383",1.572,"Undesirable","qua.n","Quasi-symmetric","Average"
"4384",1.385,"Neutral","qua.n","Quasi-symmetric","Average"
"4385",4.548,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4386",0.38,"Neutral","qua.n","Quasi-symmetric","Average"
"4387",2.626,"Neutral","qua.n","Quasi-symmetric","Average"
"4388",0.998,"Neutral","qua.n","Quasi-symmetric","Average"
"4389",4.023,"Desirable","qua.n","Quasi-symmetric","Average"
"4390",1.301,"Neutral","qua.n","Quasi-symmetric","Average"
"4391",0.821,"Neutral","qua.n","Quasi-symmetric","Average"
"4392",2.361,"Neutral","qua.n","Quasi-symmetric","Average"
"4393",1.493,"Desirable","qua.n","Quasi-symmetric","Average"
"4394",1.301,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4395",1.079,"Neutral","qua.n","Quasi-symmetric","Average"
"4396",2.781,"Desirable","qua.n","Quasi-symmetric","Average"
"4397",1.192,"Neutral","qua.n","Quasi-symmetric","Average"
"4398",1.195,"Neutral","qua.n","Quasi-symmetric","Average"
"4399",0.701,"Neutral","qua.n","Quasi-symmetric","Average"
"4400",1.176,"Neutral","qua.n","Quasi-symmetric","Average"
"4401",1.169,"Neutral","qua.n","Quasi-symmetric","Average"
"4402",0.486,"Neutral","qua.n","Quasi-symmetric","Average"
"4403",0.475,"Neutral","qua.n","Quasi-symmetric","Average"
"4404",0.795,"Desirable","qua.n","Quasi-symmetric","Average"
"4405",0.871,"Neutral","qua.n","Quasi-symmetric","Average"
"4406",2.129,"Desirable","qua.n","Quasi-symmetric","Average"
"4407",1.338,"Desirable","qua.n","Quasi-symmetric","Average"
"4408",NA,"Neutral","qua.n","Quasi-symmetric","Average"
"4409",0.437,"Neutral","qua.n","Quasi-symmetric","Average"
"4410",0.319,"Very Undesirable","qua.n","Quasi-symmetric","Average"
"4411",0.876,"Neutral","qua.n","Quasi-symmetric","Average"
"4412",0.462,"Desirable","qua.n","Quasi-symmetric","Average"
"4413",0.501,"Neutral","qua.n","Quasi-symmetric","Average"
"4414",4.302,"Desirable","qua.n","Quasi-symmetric","Average"
"4415",0.569,"Neutral","qua.n","Quasi-symmetric","Average"
"4416",0.927,"Neutral","qua.n","Quasi-symmetric","Average"
"4417",3.189,"Desirable","qua.n","Quasi-symmetric","Average"
"4418",0.601,"Desirable","qua.n","Quasi-symmetric","Average"
"4419",2.16,"Desirable","qua.n","Quasi-symmetric","Average"
"4420",2.702,"Neutral","qua.n","Quasi-symmetric","Average"
"4421",2.256,"Neutral","qua.n","Quasi-symmetric","Average"
"4422",3.706,"Desirable","qua.n","Quasi-symmetric","Average"
"4423",1.787,"Very Undesirable","qua.n","Quasi-symmetric","Average"
"4424",0.768,"Neutral","qua.n","Quasi-symmetric","Average"
"4425",0.762,"Neutral","qua.n","Quasi-symmetric","Average"
"4426",1.479,"Neutral","qua.n","Quasi-symmetric","Average"
"4427",0.444,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4428",2.631,"Neutral","qua.n","Quasi-symmetric","Average"
"4429",0.85,"Desirable","qua.n","Quasi-symmetric","Average"
"4430",0.58,"Desirable","qua.n","Quasi-symmetric","Average"
"4431",0.488,"Neutral","qua.n","Quasi-symmetric","Average"
"4432",0.501,"Neutral","qua.n","Quasi-symmetric","Average"
"4433",0.516,"Desirable","qua.n","Quasi-symmetric","Average"
"4434",0.713,"Neutral","qua.n","Quasi-symmetric","Average"
"4435",1.058,"Desirable","qua.n","Quasi-symmetric","Average"
"4436",1.199,"Desirable","qua.n","Quasi-symmetric","Average"
"4437",2.01,"Neutral","qua.n","Quasi-symmetric","Average"
"4438",1.946,"Desirable","qua.n","Quasi-symmetric","Average"
"4439",1.332,"Desirable","qua.n","Quasi-symmetric","Average"
"4440",2.908,"Desirable","qua.n","Quasi-symmetric","Average"
"4441",0.597,"Neutral","qua.n","Quasi-symmetric","Average"
"4442",1.163,"Desirable","qua.n","Quasi-symmetric","Average"
"4443",1.039,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4444",0.442,"Neutral","qua.n","Quasi-symmetric","Average"
"4445",0.687,"Neutral","qua.n","Quasi-symmetric","Average"
"4446",4.507,"Desirable","qua.n","Quasi-symmetric","Average"
"4447",5.528,"Neutral","qua.n","Quasi-symmetric","Average"
"4448",0.564,"Desirable","qua.n","Quasi-symmetric","Average"
"4449",3.672,"Desirable","qua.n","Quasi-symmetric","Average"
"4450",1.858,"Undesirable","qua.n","Quasi-symmetric","Average"
"4451",1.626,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4452",0.535,"Neutral","qua.n","Quasi-symmetric","Average"
"4453",2.684,"Neutral","qua.n","Quasi-symmetric","Average"
"4454",10.788,"Desirable","qua.n","Quasi-symmetric","Average"
"4455",2.335,"Desirable","qua.n","Quasi-symmetric","Average"
"4456",2.349,"Very Undesirable","qua.n","Quasi-symmetric","Average"
"4457",3.179,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4458",0.395,"Neutral","qua.n","Quasi-symmetric","Average"
"4459",0.679,"Neutral","qua.n","Quasi-symmetric","Average"
"4460",1.76,"Neutral","qua.n","Quasi-symmetric","Average"
"4461",0.616,"Desirable","qua.n","Quasi-symmetric","Average"
"4462",2.361,"Desirable","qua.n","Quasi-symmetric","Average"
"4463",0.545,"Neutral","qua.n","Quasi-symmetric","Average"
"4464",5.698,"Neutral","qua.n","Quasi-symmetric","Average"
"4465",0.559,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4466",1.592,"Desirable","qua.n","Quasi-symmetric","Average"
"4467",4.226,"Desirable","qua.n","Quasi-symmetric","Average"
"4468",3.25,"Neutral","qua.n","Quasi-symmetric","Average"
"4469",1.759,"Neutral","qua.n","Quasi-symmetric","Average"
"4470",3.139,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4471",1.729,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4472",2.191,"Desirable","qua.n","Quasi-symmetric","Average"
"4473",0.862,"Desirable","qua.n","Quasi-symmetric","Average"
"4474",0.98,"Desirable","qua.n","Quasi-symmetric","Average"
"4475",1.535,"Neutral","qua.n","Quasi-symmetric","Average"
"4476",3.74,"Desirable","qua.n","Quasi-symmetric","Average"
"4477",NA,"Desirable","qua.n","Quasi-symmetric","Average"
"4478",1.969,"Desirable","qua.n","Quasi-symmetric","Average"
"4479",6.42,"Neutral","qua.n","Quasi-symmetric","Average"
"4480",0.801,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4481",1.843,"Neutral","qua.n","Quasi-symmetric","Average"
"4482",0.573,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4483",3.09,"Desirable","qua.n","Quasi-symmetric","Average"
"4484",1.644,"Desirable","qua.n","Quasi-symmetric","Average"
"4485",6.282,"Neutral","qua.n","Quasi-symmetric","Average"
"4486",1.413,"Neutral","qua.n","Quasi-symmetric","Average"
"4487",0.689,"Neutral","qua.n","Quasi-symmetric","Average"
"4488",1.754,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4489",3.189,"Neutral","qua.n","Quasi-symmetric","Average"
"4490",1.001,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4491",3.119,"Neutral","qua.n","Quasi-symmetric","Average"
"4492",1.344,"Neutral","qua.n","Quasi-symmetric","Average"
"4493",0.646,"Desirable","qua.n","Quasi-symmetric","Average"
"4494",1.588,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4495",0.898,"Neutral","qua.n","Quasi-symmetric","Average"
"4496",1.748,"Desirable","qua.n","Quasi-symmetric","Average"
"4497",3.876,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4498",0.658,"Desirable","qua.n","Quasi-symmetric","Average"
"4499",2.529,"Desirable","qua.n","Quasi-symmetric","Average"
"4500",1.344,"Neutral","qua.n","Quasi-symmetric","Average"
"4501",0.94,"Neutral","qua.n","Quasi-symmetric","Average"
"4502",0.46,"Neutral","qua.n","Quasi-symmetric","Average"
"4503",1.958,"Neutral","qua.n","Quasi-symmetric","Average"
"4504",10.784,"Neutral","qua.n","Quasi-symmetric","Average"
"4505",3.861,"Desirable","qua.n","Quasi-symmetric","Average"
"4506",0.96,"Desirable","qua.n","Quasi-symmetric","Average"
"4507",0.725,"Neutral","qua.n","Quasi-symmetric","Average"
"4508",1.142,"Neutral","qua.n","Quasi-symmetric","Average"
"4509",1.228,"Very Undesirable","qua.n","Quasi-symmetric","Average"
"4510",0.401,"Neutral","qua.n","Quasi-symmetric","Average"
"4511",0.786,"Neutral","qua.n","Quasi-symmetric","Average"
"4512",NA,"Desirable","qua.n","Quasi-symmetric","Average"
"4513",1.96,"Neutral","qua.n","Quasi-symmetric","Average"
"4514",1.512,"Undesirable","qua.n","Quasi-symmetric","Average"
"4515",0.964,"Desirable","qua.n","Quasi-symmetric","Average"
"4516",0.828,"Desirable","qua.n","Quasi-symmetric","Average"
"4517",0.655,"Neutral","qua.n","Quasi-symmetric","Average"
"4518",1.038,"Neutral","qua.n","Quasi-symmetric","Average"
"4519",0.687,"Neutral","qua.n","Quasi-symmetric","Average"
"4520",1.1,"Neutral","qua.n","Quasi-symmetric","Average"
"4521",1.023,"Neutral","qua.n","Quasi-symmetric","Average"
"4522",NA,NA,"qua.n","Quasi-symmetric","Average"
"4523",1.685,"Desirable","qua.n","Quasi-symmetric","Average"
"4524",3.678,"Desirable","qua.n","Quasi-symmetric","Average"
"4525",NA,"Neutral","qua.n","Quasi-symmetric","Average"
"4526",NA,"Very Undesirable","qua.n","Quasi-symmetric","Average"
"4527",0.427,"Neutral","qua.n","Quasi-symmetric","Average"
"4528",NA,"Desirable","qua.n","Quasi-symmetric","Average"
"4529",1.415,"Neutral","qua.n","Quasi-symmetric","Average"
"4530",2.526,"Undesirable","qua.n","Quasi-symmetric","Average"
"4531",0.438,"Neutral","qua.n","Quasi-symmetric","Average"
"4532",0.86,"Neutral","qua.n","Quasi-symmetric","Average"
"4533",1.636,"Neutral","qua.n","Quasi-symmetric","Average"
"4534",1.736,"Desirable","qua.n","Quasi-symmetric","Average"
"4535",5.845,"Desirable","qua.n","Quasi-symmetric","Average"
"4536",0.692,"Neutral","qua.n","Quasi-symmetric","Average"
"4537",0.859,"Neutral","qua.n","Quasi-symmetric","Average"
"4538",1.926,"Desirable","qua.n","Quasi-symmetric","Average"
"4539",1.897,"Very Undesirable","qua.n","Quasi-symmetric","Average"
"4540",1.265,"Neutral","qua.n","Quasi-symmetric","Average"
"4541",1.226,"Neutral","qua.n","Quasi-symmetric","Average"
"4542",1.246,"Neutral","qua.n","Quasi-symmetric","Average"
"4543",NA,"Desirable","qua.n","Quasi-symmetric","Average"
"4544",2.845,"Neutral","qua.n","Quasi-symmetric","Average"
"4545",1.241,"Neutral","qua.n","Quasi-symmetric","Average"
"4546",1.001,"Neutral","qua.n","Quasi-symmetric","Average"
"4547",0.69,"Neutral","qua.n","Quasi-symmetric","Average"
"4548",0.573,"Neutral","qua.n","Quasi-symmetric","Average"
"4549",2.114,"Neutral","qua.n","Quasi-symmetric","Average"
"4550",1.27,"Neutral","qua.n","Quasi-symmetric","Average"
"4551",1.979,"Neutral","qua.n","Quasi-symmetric","Average"
"4552",1.52,"Neutral","qua.n","Quasi-symmetric","Average"
"4553",1.164,"Neutral","qua.n","Quasi-symmetric","Average"
"4554",0.793,"Undesirable","qua.n","Quasi-symmetric","Average"
"4555",3.592,"Neutral","qua.n","Quasi-symmetric","Average"
"4556",1.291,"Neutral","qua.n","Quasi-symmetric","Average"
"4557",0.516,"Neutral","qua.n","Quasi-symmetric","Average"
"4558",2.11,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4559",3.245,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4560",0.695,"Neutral","qua.n","Quasi-symmetric","Average"
"4561",1.044,"Neutral","qua.n","Quasi-symmetric","Average"
"4562",1.373,"Neutral","qua.n","Quasi-symmetric","Average"
"4563",1.288,"Neutral","qua.n","Quasi-symmetric","Average"
"4564",2.536,"Desirable","qua.n","Quasi-symmetric","Average"
"4565",3.902,"Desirable","qua.n","Quasi-symmetric","Average"
"4566",1.944,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4567",0.495,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4568",3.138,"Desirable","qua.n","Quasi-symmetric","Average"
"4569",0.91,"Neutral","qua.n","Quasi-symmetric","Average"
"4570",1.71,"Desirable","qua.n","Quasi-symmetric","Average"
"4571",2.211,"Desirable","qua.n","Quasi-symmetric","Average"
"4572",2.844,"Undesirable","qua.n","Quasi-symmetric","Average"
"4573",1.916,"Neutral","qua.n","Quasi-symmetric","Average"
"4574",0.781,"Neutral","qua.n","Quasi-symmetric","Average"
"4575",1.27,"Neutral","qua.n","Quasi-symmetric","Average"
"4576",0.826,"Desirable","qua.n","Quasi-symmetric","Average"
"4577",1.023,"Undesirable","qua.n","Quasi-symmetric","Average"
"4578",1.76,"Neutral","qua.n","Quasi-symmetric","Average"
"4579",0.81,"Neutral","qua.n","Quasi-symmetric","Average"
"4580",1.525,"Neutral","qua.n","Quasi-symmetric","Average"
"4581",2.795,"Desirable","qua.n","Quasi-symmetric","Average"
"4582",0.539,"Neutral","qua.n","Quasi-symmetric","Average"
"4583",0.781,"Undesirable","qua.n","Quasi-symmetric","Average"
"4584",0.698,"Desirable","qua.n","Quasi-symmetric","Average"
"4585",1.434,"Neutral","qua.n","Quasi-symmetric","Average"
"4586",1.217,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4587",2.801,"Neutral","qua.n","Quasi-symmetric","Average"
"4588",1.186,"Neutral","qua.n","Quasi-symmetric","Average"
"4589",4.055,"Desirable","qua.n","Quasi-symmetric","Average"
"4590",0.8,"Desirable","qua.n","Quasi-symmetric","Average"
"4591",3.887,"Undesirable","qua.n","Quasi-symmetric","Average"
"4592",4.201,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4593",1.736,"Neutral","qua.n","Quasi-symmetric","Average"
"4594",1.523,"Desirable","qua.n","Quasi-symmetric","Average"
"4595",0.895,"Neutral","qua.n","Quasi-symmetric","Average"
"4596",0.745,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4597",0.875,"Desirable","qua.n","Quasi-symmetric","Average"
"4598",1.044,"Neutral","qua.n","Quasi-symmetric","Average"
"4599",6.649,"Undesirable","qua.n","Quasi-symmetric","Average"
"4600",0.501,"Neutral","qua.n","Quasi-symmetric","Average"
"4601",2.601,"Neutral","qua.n","Quasi-symmetric","Average"
"4602",1.058,"Neutral","qua.n","Quasi-symmetric","Average"
"4603",2.72,"Undesirable","qua.n","Quasi-symmetric","Average"
"4604",1.198,"Neutral","qua.n","Quasi-symmetric","Average"
"4605",1.449,"Neutral","qua.n","Quasi-symmetric","Average"
"4606",1.701,"Neutral","qua.n","Quasi-symmetric","Average"
"4607",4.267,"Desirable","qua.n","Quasi-symmetric","Average"
"4608",0.897,"Neutral","qua.n","Quasi-symmetric","Average"
"4609",1.297,"Neutral","qua.n","Quasi-symmetric","Average"
"4610",0.652,"Neutral","qua.n","Quasi-symmetric","Average"
"4611",0.711,"Neutral","qua.n","Quasi-symmetric","Average"
"4612",0.437,"Neutral","qua.n","Quasi-symmetric","Average"
"4613",4.3,"Undesirable","qua.n","Quasi-symmetric","Average"
"4614",1.913,"Neutral","qua.n","Quasi-symmetric","Average"
"4615",0.9,"Neutral","qua.n","Quasi-symmetric","Average"
"4616",2.215,"Neutral","qua.n","Quasi-symmetric","Average"
"4617",0.648,"Undesirable","qua.n","Quasi-symmetric","Average"
"4618",0.477,"Neutral","qua.n","Quasi-symmetric","Average"
"4619",0.935,"Very Desirable","qua.n","Quasi-symmetric","Average"
"4620",1.395,"Neutral","qua.n","Quasi-symmetric","Average"
"4621",1.753,"Undesirable","qua.n","Quasi-symmetric","Average"
"4622",0.779,"Neutral","qua.n","Quasi-symmetric","Average"
"4623",2.608,"Neutral","qua.n","Quasi-symmetric","Average"
"4624",2.916,"Neutral","qua.n","Quasi-symmetric","Average"
"4625",2.154,"Undesirable","qua.n","Quasi-symmetric","Average"
"4626",1.298,"Neutral","qua.n","Quasi-symmetric","Average"
"4627",3.06,"Neutral","qua.n","Quasi-symmetric","Average"
"4628",2.058,"Undesirable","qua.n","Quasi-symmetric","Average"
"4629",0.947,"Neutral","qua.n","Quasi-symmetric","Average"
"4630",1.992,"Undesirable","qua.n","Quasi-symmetric","Average"
"4631",5.176,"Neutral","qua.n","Quasi-symmetric","Average"
"4632",1.021,"Neutral","qua.n","Quasi-symmetric","Average"
"4633",0.664,"Neutral","qua.n","Quasi-symmetric","Average"
"4634",0.418,"Neutral","qua.n","Quasi-symmetric","Average"
"4635",1.045,"Neutral","qua.n","Quasi-symmetric","Average"
"4636",2.391,"Neutral","qua.n","Quasi-symmetric","Average"
"4637",0.593,"Neutral","qua.n","Quasi-symmetric","Average"
"4638",NA,NA,"qua.n","Quasi-symmetric","Average"
"4639",1.626,"Desirable","qua.n","Quasi-symmetric","Average"
"4640",1.84,"Neutral","qua.n","Quasi-symmetric","Average"
"4641",0.405,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4642",0.338,"Very Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4643",1.849,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4644",NA,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4645",2.971,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4646",2.077,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4647",0.947,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4648",1.071,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4649",0.733,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4650",3.435,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4651",3.126,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4652",3.277,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4653",NA,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4654",6.608,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4655",0.835,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4656",1.559,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4657",3.114,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4658",1.907,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4659",0.487,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4660",1.888,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4661",5.001,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4662",1.93,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4663",0.472,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4664",1.425,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4665",3.682,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4666",2.137,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4667",4.538,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4668",1.805,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4669",1.944,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4670",NA,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4671",4.986,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4672",8.987,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4673",1.518,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4674",1.335,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4675",2.078,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4676",1.432,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4677",3.873,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4678",0.883,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4679",10.388,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4680",0.746,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4681",1.802,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4682",2.56,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4683",4.232,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4684",1.042,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4685",5.575,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4686",2.714,"Very Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4687",2.296,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4688",2.783,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4689",1.733,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4690",3.001,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4691",1.671,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4692",1.762,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4693",3.231,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4694",5.358,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4695",1.765,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4696",5.118,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4697",2.615,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4698",0.664,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4699",5.371,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4700",2.583,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4701",2.882,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4702",1.858,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4703",0.972,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4704",1.466,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4705",1.123,"Very Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4706",1.655,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4707",3.495,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4708",0.519,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4709",1.965,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4710",0.778,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4711",2.637,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4712",1.47,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4713",0.932,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4714",5.431,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4715",3.282,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4716",3.166,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4717",2.3,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4718",0.586,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4719",6.166,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4720",1.77,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4721",3.785,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4722",1.592,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4723",6.463,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4724",7.741,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4725",3.04,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4726",0.844,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4727",1.398,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4728",NA,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4729",3.029,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4730",0.894,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4731",1.75,"Very Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4732",2.592,"Very Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4733",0.659,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4734",3.238,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4735",1.753,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4736",6.361,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4737",2.76,"Very Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4738",3.196,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4739",0.626,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4740",6.287,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4741",0.803,"Undesirable","qua.t3","Quasi-symmetric","Top 30%"
"4742",3.652,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
"4743",0.602,"Desirable","qua.t3","Quasi-symmetric","Top 30%"
"4744",2.225,"Neutral","qua.t3","Quasi-symmetric","Top 30%"
