Worry,Trust,Charge,Sat,Excite,Friends,Angry,Blue,Symp,irritated,Busy,fant,On the Go,relaxed,habit,all,Overall.mean,Asymmetric.mean,Linear.mean,Quasi.mean
0.012,0.316,0.391,0.189,0.469,0.474,0.119,0.083,0.398,0.124,0.051,0.205,0.067,0.308,0.017,0.248,0.215,0.276,0.24,0.13
